CLI,UTSOU,CPACK,CPRO,ETA,DDSOU,DFSOU
44435946,010260    ,000022,213,VA,2025-02-07,
44435946,010260    ,000022,   ,VA,2025-02-07,
44436095,EXT124    ,000011,222,VA,2025-02-07,
44436095,EXT124    ,000011,201,VA,2025-02-07,
44436169,000539    ,      ,201,VA,2025-02-07,
44436244,010215    ,      ,201,VA,2025-02-07,
44436392,010215    ,      ,201,VA,2025-02-07,
44436318,EXT124    ,      ,201,VA,2025-02-07,
44436467,EXT124    ,      ,201,VA,2025-02-07,
44436541,000486    ,000011,222,VA,2025-02-07,
44436615,000249    ,      ,201,VA,2025-02-07,
44436764,000603    ,      ,222,VA,2025-02-07,
44436690,EXT124    ,      ,201,VA,2025-02-07,
43723610,000653    ,000011,613,VA,2025-02-07,2026-02-07
44431561,010274    ,      ,659,VA,2025-02-07,
44431561,010274    ,      ,659,VA,2025-02-07,
44436838,000440    ,000033,222,VA,2025-02-07,
44431784,010274    ,      ,659,VA,2025-02-07,
44373729,010313    ,640001,650,VA,2025-02-07,2029-01-31
44373729,010313    ,640001,640,VA,2025-02-07,2026-02-07
44373729,010313    ,640001,   ,VA,2025-02-07,
44427249,010284    ,000077,665,VA,2025-02-07,2030-01-31
44436838,000440    ,000033,201,VA,2025-02-07,
44436838,000440    ,000033,651,VA,2025-02-07,2029-01-31
44436838,000440    ,000033,641,VA,2025-02-07,2026-02-07
44427249,010284    ,000077,210,VA,2025-02-07,2029-02-07
44436838,000440    ,000033,210,VA,2025-02-07,
44427249,010284    ,000077,   ,VA,2025-02-07,
44436838,000440    ,000033,213,VA,2025-02-07,
44436987,EXT177    ,      ,222,VA,2025-02-07,
44436838,000440    ,000033,   ,VA,2025-02-07,
44335448,010235    ,640004,653,VA,2025-02-07,2029-01-31
44335448,010235    ,640004,643,VA,2025-02-07,2026-02-07
44335448,010235    ,640004,   ,VA,2025-02-07,
44342732,000551    ,640004,653,VA,2025-02-07,2029-01-31
44342732,000551    ,640004,643,VA,2025-02-07,2026-02-07
44437061,EXT124    ,100002,221,VA,2025-02-07,
44342732,000551    ,640004,   ,VA,2025-02-07,
44437136,000486    ,      ,222,VA,2025-02-07,
44206777,000499    ,      ,351,VA,2025-02-07,
44437061,EXT124    ,100002,654,VA,2025-02-07,2029-01-31
44437210,000537    ,      ,201,VA,2025-02-07,
44437061,EXT124    ,100002,212,VA,2025-02-07,
44437284,010207    ,000077,210,VA,2025-02-07,
44403314,000633    ,100002,654,VA,2025-02-07,2029-01-31
44437284,010207    ,000077,201,VA,2025-02-07,
44437284,010207    ,000077,665,VA,2025-02-07,2030-01-31
44437061,EXT124    ,100002,644,VA,2025-02-07,2026-02-07
44403314,000633    ,100002,644,VA,2025-02-07,2026-02-07
44437284,010207    ,000077,   ,VA,2025-02-07,
44403314,000633    ,100002,212,VA,2025-02-07,
44437061,EXT124    ,100002,   ,VA,2025-02-07,
44348233,010286    ,640004,653,VA,2025-02-07,2029-01-31
44348233,010286    ,640004,643,VA,2025-02-07,2026-02-07
44348233,010286    ,640004,   ,VA,2025-02-07,
44403314,000633    ,100002,611,VA,2025-02-07,2025-02-07
44437359,EXT210    ,      ,201,VA,2025-02-07,
44437433,000538    ,      ,201,VA,2025-02-07,2025-04-25
44403314,000633    ,100002,217,VA,2025-02-07,
43988237,000626    ,      ,613,VA,2025-02-07,2025-04-30
44403314,000633    ,100002,   ,VA,2025-02-07,
44437507,010219    ,      ,222,VA,2025-02-07,
44437582,010104    ,000011,222,VA,2025-02-07,
44178381,000249    ,      ,613,VA,2025-02-07,2026-02-28
44437582,010104    ,000011,201,VA,2025-02-07,
44437582,010104    ,000011,490,VA,2025-02-07,2027-10-10
44437582,010104    ,000011,653,VA,2025-02-07,2025-05-15
44437582,010104    ,000011,643,VA,2025-02-07,2026-02-07
44437582,010104    ,000011,210,VA,2025-02-07,
44437582,010104    ,000011,613,VA,2025-02-07,2026-02-07
44437582,010104    ,000011,213,VA,2025-02-07,
44437582,010104    ,000011,   ,VA,2025-02-07,
44317533,010094    ,      ,351,VA,2025-02-04,
44437656,EXT210    ,      ,201,VA,2025-02-07,
44437805,EXT210    ,      ,201,VA,2025-02-07,
43849382,010116    ,      ,613,VA,2025-02-07,2026-02-07
44437730,000657    ,      ,222,VA,2025-02-07,2025-02-26
44437879,010296    ,      ,201,VA,2025-02-07,
44335671,010335    ,      ,665,VA,2025-02-07,2030-01-31
44437953,EXT201    ,000077,201,VA,2025-02-07,
43859343,000534    ,000011,613,VA,2025-02-07,2026-02-07
44438028,010286    ,      ,222,VA,2025-02-07,
44438102,000527    ,000077,201,VA,2025-02-07,
44438176,EXT124    ,      ,201,VA,2025-02-07,
44342584,EXT190    ,000033,   ,VA,2025-02-07,
44438251,000440    ,000011,222,VA,2025-02-07,
44438325,EXT124    ,      ,201,VA,2025-02-07,
44438399,000534    ,      ,222,VA,2025-02-07,
44360126,000407    ,      ,809,VA,2025-02-07,
44438474,EXT124    ,      ,201,VA,2025-02-07,
44438102,000527    ,000077,665,VA,2025-02-07,2030-01-31
44438102,000527    ,000077,210,VA,2025-02-07,
44438102,000527    ,000077,   ,VA,2025-02-07,
44438548,EXT124    ,      ,201,VA,2025-02-07,
44438622,000665    ,000077,201,VA,2025-02-07,
44438697,EXT124    ,      ,201,VA,2025-02-07,
44438771,EXT124    ,000011,222,VA,2025-02-07,
44438771,EXT124    ,000011,201,VA,2025-02-07,
44438845,010240    ,000077,201,VA,2025-02-07,
44438920,000435    ,      ,201,VA,2025-02-07,
44438994,010204    ,000077,201,VA,2025-02-07,
43952259,010108    ,      ,201,VA,2025-02-07,
44278583,010185    ,640004,653,VA,2025-02-10,2029-01-31
44278583,010185    ,640004,643,VA,2025-02-10,2026-02-10
44278583,010185    ,640004,   ,VA,2025-02-10,
44439068,010244    ,000011,222,VA,2025-02-10,
44439068,010244    ,000011,201,VA,2025-02-10,
44439068,010244    ,000011,653,VA,2025-02-10,2029-01-31
44439068,010244    ,000011,643,VA,2025-02-10,2026-02-10
44439068,010244    ,000011,210,VA,2025-02-10,
44439068,010244    ,000011,213,VA,2025-02-10,
44439068,010244    ,000011,   ,VA,2025-02-10,
44439143,010237    ,000022,222,VA,2025-02-10,
44439143,010237    ,000022,201,VA,2025-02-10,
44439143,010237    ,000022,490,VA,2025-02-10,2026-03-10
44439143,010237    ,000022,650,VA,2025-02-10,2029-01-31
44439143,010237    ,000022,640,VA,2025-02-10,2026-02-10
44389488,000653    ,      ,734,VA,2025-02-06,
44439143,010237    ,000022,210,VA,2025-02-10,
44439143,010237    ,000022,613,VA,2025-02-10,2025-03-10
44439143,010237    ,000022,213,VA,2025-02-10,
44439143,010237    ,000022,   ,VA,2025-02-10,
44439217,EXT190    ,      ,201,VA,2025-02-10,2025-03-04
44439291,000300    ,      ,222,VA,2025-02-10,
44439291,000300    ,640004,653,VA,2025-02-10,2029-01-31
44439291,000300    ,640004,643,VA,2025-02-10,2026-02-10
44439291,000300    ,640004,   ,VA,2025-02-10,
44345854,000609    ,000022,222,VA,2025-02-10,
44439366,010219    ,      ,222,VA,2025-02-10,
44439440,EXT124    ,      ,201,VA,2025-02-10,
44439514,000300    ,      ,222,VA,2025-02-10,
44439514,000300    ,640004,653,VA,2025-02-10,2029-01-31
44439514,000300    ,640004,643,VA,2025-02-10,2026-02-10
44439514,000300    ,640004,   ,VA,2025-02-10,
44439589,EXT124    ,      ,201,VA,2025-02-10,
44416545,010182    ,      ,653,VA,2025-02-10,2025-03-26
44416545,010182    ,      ,643,VA,2025-02-10,2025-03-26
44416545,010182    ,640004,   ,VA,2025-02-10,2025-03-26
44439663,EXT124    ,      ,201,VA,2025-02-10,
44439737,EXT124    ,      ,201,VA,2025-02-10,2025-02-18
44439812,010207    ,000011,222,VA,2025-02-10,
44439812,010207    ,000011,201,VA,2025-02-10,
44439812,010207    ,000011,653,VA,2025-02-10,
44439812,010207    ,000011,643,VA,2025-02-10,2026-02-10
44439812,010207    ,000011,210,VA,2025-02-10,
44390826,000537    ,000077,665,VA,2025-02-10,2030-01-31
44439812,010207    ,000011,213,VA,2025-02-10,
44390826,000537    ,000077,210,VA,2025-02-10,
44439812,010207    ,000011,   ,VA,2025-02-10,
44390826,000537    ,000077,   ,VA,2025-02-10,
43630545,000653    ,000022,613,VA,2025-02-10,2026-02-10
44439886,010151    ,000011,222,VA,2025-02-10,
44439886,010151    ,000011,201,VA,2025-02-10,
44439886,010151    ,000011,653,VA,2025-02-10,2029-01-31
44439886,010151    ,000011,210,VA,2025-02-10,
44440035,000657    ,      ,222,VA,2025-02-10,
44439886,010151    ,000011,643,VA,2025-02-10,2026-02-10
44390677,000537    ,000077,665,VA,2025-02-10,2030-01-31
44390677,000537    ,000077,210,VA,2025-02-10,
44439886,010151    ,000011,213,VA,2025-02-10,
44440109,010154    ,      ,222,VA,2025-02-10,
44439886,010151    ,000011,   ,VA,2025-02-10,
44390677,000537    ,000077,   ,VA,2025-02-10,
44439960,010177    ,      ,201,VA,2025-02-10,
44440183,010177    ,      ,201,VA,2025-02-10,
44283935,000537    ,000077,665,VA,2025-02-10,2030-01-31
44283935,000537    ,000077,210,VA,2025-02-10,
44440258,010104    ,000022,222,VA,2025-02-10,
44440332,000459    ,000022,201,VA,2025-02-10,
44283935,000537    ,000077,   ,VA,2025-02-10,
44440258,010104    ,000022,201,VA,2025-02-10,
44440258,010104    ,000022,490,VA,2025-02-10,2027-01-01
44440258,010104    ,000022,650,VA,2025-02-10,2029-01-31
44440258,010104    ,000022,640,VA,2025-02-10,2026-02-10
44440258,010104    ,000022,210,VA,2025-02-10,
44390380,000537    ,000077,665,VA,2025-02-10,2030-01-31
44390380,000537    ,000077,210,VA,2025-02-10,
44440258,010104    ,000022,613,VA,2025-02-10,2026-02-10
44440258,010104    ,000022,213,VA,2025-02-10,
44440258,010104    ,000022,   ,VA,2025-02-10,
44440406,000657    ,      ,222,VA,2025-02-10,
44440481,010148    ,100001,221,VA,2025-02-10,
44390380,000537    ,000077,   ,VA,2025-02-10,
44440555,000602    ,000011,222,VA,2025-02-10,
44440629,EXT201    ,000077,201,VA,2025-02-10,
44440704,000538    ,      ,201,VA,2025-02-10,
44299619,000537    ,000077,665,VA,2025-02-10,2030-01-31
44299619,000537    ,000077,210,VA,2025-02-10,
44299619,000537    ,000077,   ,VA,2025-02-10,
44440778,000328    ,000022,222,VA,2025-02-10,
44440778,000328    ,000022,201,VA,2025-02-10,
44440778,000328    ,000022,490,VA,2025-02-10,2025-02-10
44440778,000328    ,000022,650,VA,2025-02-10,2029-01-31
44440778,000328    ,000022,640,VA,2025-02-10,2026-02-10
44440778,000328    ,000022,210,VA,2025-02-10,2035-02-10
44440927,000436    ,000011,222,VA,2025-02-10,
44440778,000328    ,000022,213,VA,2025-02-10,
44440778,000328    ,000022,   ,VA,2025-02-10,
44440852,000459    ,000022,201,VA,2025-02-10,
44299099,010123    ,000011,201,VA,2025-02-10,
44299099,010123    ,000011,653,VA,2025-02-10,2029-01-31
44299099,010123    ,000011,643,VA,2025-02-10,2026-02-10
44311884,010213    ,000077,665,VA,2025-02-10,2030-01-31
44299099,010123    ,000011,213,VA,2025-02-10,
44311884,010213    ,000077,210,VA,2025-02-10,
44441075,000464    ,      ,222,VA,2025-02-10,
44311884,010213    ,000077,   ,VA,2025-02-10,
44299099,010123    ,000011,210,VA,2025-02-10,
44441150,010348    ,000022,201,VA,2025-02-10,
44299099,010123    ,000011,   ,VA,2025-02-10,
44441224,000524    ,000022,222,VA,2025-02-10,
44441001,010104    ,      ,201,VA,2025-02-10,
44441298,EXT171    ,      ,222,VA,2025-02-10,2025-02-14
44441447,010151    ,000022,222,VA,2025-02-10,
44441447,010151    ,000022,201,VA,2025-02-10,
44441447,010151    ,000022,650,VA,2025-02-10,2029-01-31
44441447,010151    ,000022,210,VA,2025-02-10,
44441447,010151    ,000022,640,VA,2025-02-10,2026-02-10
44441447,010151    ,000022,213,VA,2025-02-10,
44441447,010151    ,000022,   ,VA,2025-02-10,
44437953,EXT201    ,000077,665,VA,2025-02-10,2030-01-31
44441521,000371    ,100001,221,VA,2025-02-10,
44437953,EXT201    ,000077,210,VA,2025-02-10,
44437953,EXT201    ,000077,   ,VA,2025-02-10,
44441521,000371    ,100001,650,VA,2025-02-10,2029-01-31
44441521,000371    ,100001,640,VA,2025-02-10,2026-02-10
44441521,000371    ,100001,212,VA,2025-02-10,
44441521,000371    ,100001,217,VA,2025-02-10,
44441521,000371    ,100001,   ,VA,2025-02-10,
44440629,EXT201    ,000077,665,VA,2025-02-10,2030-01-31
44440629,EXT201    ,000077,210,VA,2025-02-10,
44440629,EXT201    ,000077,   ,VA,2025-02-10,
44441596,000464    ,      ,222,VA,2025-02-10,
44441670,EXT210    ,      ,201,VA,2025-02-10,
44313668,000551    ,000077,665,VA,2025-02-10,2030-01-31
43926763,010130    ,      ,613,VA,2025-02-10,2026-02-10
44441744,010280    ,      ,222,VA,2025-02-10,
44441744,010280    ,640001,650,VA,2025-02-10,2029-01-31
44441744,010280    ,640001,640,VA,2025-02-10,2026-02-10
44441744,010280    ,640001,   ,VA,2025-02-10,
44353585,000459    ,000022,201,VA,2025-02-10,
44353585,000459    ,000022,650,VA,2025-02-10,2029-01-31
44353585,000459    ,000022,640,VA,2025-02-10,2026-02-10
44353585,000459    ,000022,210,VA,2025-02-10,
44353585,000459    ,000022,213,VA,2025-02-10,
44353585,000459    ,000022,   ,VA,2025-02-10,
44034249,000653    ,      ,351,VA,2025-02-10,
44441819,010125    ,000033,222,VA,2025-02-10,
44441819,010125    ,000033,201,VA,2025-02-10,
44441819,010125    ,000033,651,VA,2025-02-10,2029-01-31
44441819,010125    ,000033,641,VA,2025-02-10,2026-02-10
44441819,010125    ,000033,210,VA,2025-02-10,
44441819,010125    ,000033,213,VA,2025-02-10,
44441819,010125    ,000033,   ,VA,2025-02-10,
44441893,000459    ,      ,201,VA,2025-02-10,
44435054,000636    ,000011,222,VA,2025-02-10,
44435054,000636    ,000011,201,VA,2025-02-10,
44435054,000636    ,000011,653,VA,2025-02-10,2029-01-31
44435054,000636    ,000011,643,VA,2025-02-10,2026-02-10
44435054,000636    ,000011,210,VA,2025-02-10,
44442042,010299    ,      ,201,VA,2025-02-10,
44435054,000636    ,000011,213,VA,2025-02-10,
44441967,010108    ,      ,282,VA,2025-02-10,
44435054,000636    ,000011,   ,VA,2025-02-10,
44441967,010108    ,      ,272,VA,2025-02-10,
44034695,EXT167    ,      ,613,VA,2025-02-10,2026-02-10
44095946,000601    ,      ,613,VA,2025-02-10,2026-02-10
44442190,000452    ,      ,201,VA,2025-02-10,
44442339,010151    ,000077,201,VA,2025-02-10,
44442265,000626    ,100001,221,VA,2025-02-10,
44442265,000626    ,      ,221,VA,2025-02-10,
44442265,000626    ,100001,650,VA,2025-02-10,2029-01-31
44374398,010116    ,      ,351,VA,2025-01-27,
44442265,000626    ,100001,640,VA,2025-02-10,2026-02-10
44442265,000626    ,100001,212,VA,2025-02-10,
44442265,000626    ,100001,217,VA,2025-02-10,
44442265,000626    ,100001,   ,VA,2025-02-10,
44442413,010107    ,      ,222,VA,2025-02-10,
44442488,000426    ,      ,201,VA,2025-02-10,
43929142,010244    ,      ,613,VA,2025-02-10,2026-02-10
44442636,000626    ,000011,222,VA,2025-02-10,
44442562,000426    ,      ,201,VA,2025-02-10,
44442711,010218    ,      ,201,VA,2025-02-10,
44442785,010237    ,      ,201,VA,2025-02-10,
44442859,010092    ,      ,201,VA,2025-02-10,
44274197,010247    ,      ,222,VA,2025-02-10,
43782110,010104    ,      ,613,VA,2025-02-10,2026-02-10
44442934,000636    ,000011,222,VA,2025-02-10,
44442934,000636    ,000011,201,VA,2025-02-10,
44443008,010148    ,      ,201,VA,2025-02-10,
44442934,000636    ,000011,653,VA,2025-02-10,2029-01-31
44442934,000636    ,000011,643,VA,2025-02-10,2026-02-10
44443008,010148    ,      ,222,VA,2025-02-10,
44442934,000636    ,000011,210,VA,2025-02-10,
44442934,000636    ,000011,213,VA,2025-02-10,
44435277,EXT221    ,000011,222,VA,2025-02-10,
44442934,000636    ,000011,   ,VA,2025-02-10,
44435277,EXT221    ,000011,201,VA,2025-02-10,
44435277,EXT221    ,000011,653,VA,2025-02-10,2029-01-31
44435277,EXT221    ,000011,643,VA,2025-02-10,2026-02-10
44435277,EXT221    ,000011,210,VA,2025-02-10,
44435277,EXT221    ,000011,213,VA,2025-02-10,
44435277,EXT221    ,000011,   ,VA,2025-02-10,
43909295,000249    ,      ,251,VA,2025-02-10,
44443082,010125    ,      ,271,VA,2025-02-10,
44356410,000641    ,640004,653,VA,2025-02-10,2029-01-31
44356410,000641    ,640004,643,VA,2025-02-10,2026-02-10
44356410,000641    ,640004,   ,VA,2025-02-10,
44443082,010125    ,      ,201,VA,2025-02-10,2025-05-06
44443157,000534    ,000011,201,VA,2025-02-10,
43820912,EXT176    ,      ,611,VA,2025-02-10,2026-02-10
44352173,010332    ,000077,665,VA,2025-02-10,2030-01-31
44440481,010148    ,100001,650,VA,2025-02-10,2029-01-31
44352173,010332    ,000077,210,VA,2025-02-10,
44440481,010148    ,100001,640,VA,2025-02-10,2026-02-10
44352173,010332    ,000077,   ,VA,2025-02-10,
44440481,010148    ,100001,212,VA,2025-02-10,2000-02-10
44327717,000635    ,      ,222,VA,2025-02-10,
44440481,010148    ,100001,217,VA,2025-02-10,
44440481,010148    ,100001,   ,VA,2025-02-10,
44214136,000439    ,      ,613,VA,2025-02-10,2026-02-10
43589959,000657    ,      ,613,VA,2025-02-10,2026-02-10
44443231,000636    ,000011,222,VA,2025-02-10,
44349422,010335    ,000011,201,VA,2025-02-10,
44349422,010335    ,000011,653,VA,2025-02-10,2029-01-31
44349422,010335    ,000011,643,VA,2025-02-10,2026-02-10
44349422,010335    ,000011,210,VA,2025-02-10,
44443231,000636    ,000011,201,VA,2025-02-10,
44349422,010335    ,000011,213,VA,2025-02-10,
44299099,000379    ,      ,351,VA,2025-01-29,
44349422,010335    ,000011,   ,VA,2025-02-10,
44443305,010235    ,000077,201,VA,2025-02-10,
44443231,000636    ,000011,653,VA,2025-02-10,2029-01-31
44443231,000636    ,000011,643,VA,2025-02-10,2026-02-10
44443231,000636    ,000011,210,VA,2025-02-10,2030-02-10
44443231,000636    ,000011,213,VA,2025-02-10,
44443231,000636    ,000011,   ,VA,2025-02-10,
43904091,000439    ,      ,613,VA,2025-02-10,2026-02-10
44032762,000603    ,      ,807,VA,2025-02-10,2025-02-10
44349422,010335    ,      ,490,VA,2025-02-10,2030-02-12
44332772,010210    ,000077,665,VA,2025-02-10,2030-01-31
44443380,010240    ,      ,201,VA,2025-02-10,
44332772,010210    ,000077,210,VA,2025-02-10,2000-02-10
43690606,010296    ,      ,613,VA,2025-02-10,2025-02-11
44332772,010210    ,000077,   ,VA,2025-02-10,
44443528,010104    ,      ,201,VA,2025-02-10,
44443677,010210    ,      ,201,VA,2025-02-11,
44387258,010104    ,000011,201,VA,2025-02-11,
44387258,010104    ,000011,490,VA,2025-02-11,2029-10-01
44387258,010104    ,000011,653,VA,2025-02-11,2029-01-31
44443826,010099    ,      ,201,VA,2025-02-11,
44387258,010104    ,000011,213,VA,2025-02-11,
44443900,010259    ,      ,201,VA,2025-02-11,
44387258,010104    ,000011,643,VA,2025-02-11,2026-02-11
44443751,010251    ,      ,222,VA,2025-02-11,
44387258,010104    ,000011,210,VA,2025-02-11,
44443974,EXT190    ,      ,201,VA,2025-02-11,
44444049,010211    ,      ,201,VA,2025-02-11,
44387258,010104    ,000011,613,VA,2025-02-11,2026-02-11
44387258,010104    ,000011,   ,VA,2025-02-11,
44444123,010303    ,100001,221,VA,2025-02-11,
44243126,000440    ,100002,654,VA,2025-02-11,2029-01-31
44389116,010130    ,640001,650,VA,2025-02-11,2029-01-31
44444123,010303    ,100001,650,VA,2025-02-11,2029-01-31
44389116,010130    ,640001,640,VA,2025-02-11,2026-02-11
44444123,010303    ,100001,640,VA,2025-02-11,2026-02-11
44389116,010130    ,640001,   ,VA,2025-02-11,
44444346,010108    ,100001,221,VA,2025-02-11,
44243126,000440    ,100002,644,VA,2025-02-11,2026-02-11
44243126,000440    ,100002,212,VA,2025-02-11,
44243126,000440    ,100002,   ,VA,2025-02-11,
43591371,000641    ,      ,613,VA,2025-02-11,2026-02-20
44444123,010303    ,100001,212,VA,2025-02-11,
44444123,010303    ,100001,217,VA,2025-02-11,
44444495,010092    ,      ,222,VA,2025-02-11,
44444123,010303    ,100001,   ,VA,2025-02-11,
44340428,000641    ,000011,201,VA,2025-02-11,
44340428,000641    ,000011,653,VA,2025-02-11,2029-01-31
43841651,EXT229    ,000011,613,VA,2025-02-11,2026-02-11
44444420,000538    ,      ,221,VA,2025-02-11,
44395360,000328    ,100002,654,VA,2025-02-11,2029-01-31
44340428,000641    ,000011,643,VA,2025-02-11,2026-02-11
44395360,000328    ,100002,644,VA,2025-02-11,2026-02-11
44340428,000641    ,000011,210,VA,2025-02-11,
44443974,EXT190    ,      ,222,VA,2025-02-11,
44395360,000328    ,100002,212,VA,2025-02-11,2035-02-11
44340428,000641    ,000011,213,VA,2025-02-11,
44340428,000641    ,000011,   ,VA,2025-02-11,
44395360,000328    ,100002,217,VA,2025-02-11,
44444569,010207    ,000011,222,VA,2025-02-11,
44395360,000328    ,100002,   ,VA,2025-02-11,
44444569,010207    ,000011,201,VA,2025-02-11,
44444569,010207    ,000011,653,VA,2025-02-11,2029-03-31
44444569,010207    ,000011,643,VA,2025-02-11,2026-02-11
44444569,010207    ,000011,210,VA,2025-02-11,
44444569,010207    ,000011,213,VA,2025-02-11,
44444569,010207    ,000011,   ,VA,2025-02-11,
44213021,010286    ,000011,653,VA,2025-02-11,2029-01-31
44213021,010286    ,000011,643,VA,2025-02-11,2026-02-11
44213021,010286    ,000011,210,VA,2025-02-11,
44444643,010246    ,000022,222,VA,2025-02-11,
44213021,010286    ,000011,213,VA,2025-02-11,
44213021,010286    ,000011,   ,VA,2025-02-11,
44444643,010246    ,000022,201,VA,2025-02-11,
44444643,010246    ,000022,650,VA,2025-02-11,2029-01-31
44444643,010246    ,000022,640,VA,2025-02-11,2026-02-11
44444643,010246    ,000022,210,VA,2025-02-11,
43669867,010269    ,      ,605,VA,2025-02-10,2025-05-12
44444643,010246    ,000022,213,VA,2025-02-11,
44444643,010246    ,000022,   ,VA,2025-02-11,
44340428,000603    ,      ,351,VA,2025-02-11,
44096838,010274    ,      ,669,VA,2025-02-11,
43997305,000374    ,      ,611,VA,2025-02-11,2026-02-11
44444866,000534    ,      ,222,VA,2025-02-11,
44444792,000610    ,      ,222,VA,2025-02-11,
44445015,EXT124    ,      ,222,VA,2025-02-11,
44305194,000231    ,      ,391,VA,2025-02-10,
44444941,000537    ,000011,222,VA,2025-02-11,
44444941,000537    ,000011,201,VA,2025-02-11,
44445164,010213    ,      ,222,VA,2025-02-11,
44444941,000537    ,000011,490,VA,2025-02-11,2028-03-07
44445089,000296    ,      ,201,VA,2025-02-11,
44445238,010112    ,      ,201,VA,2025-02-11,
44444941,000537    ,000011,653,VA,2025-02-11,2029-01-31
44444941,000537    ,000011,643,VA,2025-02-11,2026-02-11
44444941,000537    ,000011,210,VA,2025-02-11,2028-02-11
44444941,000537    ,000011,213,VA,2025-02-11,
44444941,000537    ,000011,   ,VA,2025-02-11,
44445312,EXT190    ,      ,201,VA,2025-02-11,
44445387,010154    ,      ,222,VA,2025-02-11,
44445461,010333    ,      ,201,VA,2025-02-11,2025-04-18
44445535,010112    ,      ,221,VA,2025-02-11,
44445610,EXT221    ,      ,201,VA,2025-02-11,
44445684,010207    ,000022,222,VA,2025-02-11,
44445684,010207    ,000022,201,VA,2025-02-11,
44445684,010207    ,000022,650,VA,2025-02-11,2029-02-28
44445684,010207    ,000022,640,VA,2025-02-11,2026-02-11
44445684,010207    ,000022,210,VA,2025-02-11,
44445684,010207    ,000022,213,VA,2025-02-11,
44445684,010207    ,000022,   ,VA,2025-02-11,
44378710,010246    ,      ,665,VA,2025-02-11,2030-01-31
44445758,010309    ,      ,222,VA,2025-02-11,
44445833,010113    ,      ,201,VA,2025-02-11,
44445907,010251    ,      ,222,VA,2025-02-11,
43644519,EXT172    ,      ,212,VA,2025-02-11,
44446056,000524    ,      ,222,VA,2025-02-11,
44445981,010219    ,      ,222,VA,2025-02-11,
44191836,010299    ,      ,613,VA,2025-02-11,2026-02-11
44445981,010219    ,640001,650,VA,2025-02-11,2029-01-31
44445981,010219    ,640001,640,VA,2025-02-11,2026-02-11
44445981,010219    ,640001,   ,VA,2025-02-11,
44327271,000324    ,      ,351,VA,2025-02-11,
44446130,000524    ,      ,222,VA,2025-02-11,
43823663,010116    ,      ,613,VA,2025-02-11,2026-02-11
44446279,000300    ,      ,222,VA,2025-02-11,
44446279,000300    ,640004,653,VA,2025-02-11,2029-01-31
44446279,000300    ,640004,643,VA,2025-02-11,2026-02-11
44446279,000300    ,640004,   ,VA,2025-02-11,
44446353,000682    ,000077,201,VA,2025-02-11,
44446427,010247    ,000011,222,VA,2025-02-11,
44413126,000626    ,000011,201,VA,2025-02-11,
44340279,000602    ,000011,201,VA,2025-02-11,
44413126,000626    ,000011,490,VA,2025-02-11,2040-03-06
44340279,000602    ,000011,490,VA,2025-02-11,
44340279,000602    ,000011,653,VA,2025-02-11,2029-01-31
44340279,000602    ,000011,643,VA,2025-02-11,2026-02-11
44413126,000626    ,000011,653,VA,2025-02-11,2029-01-31
44340279,000602    ,000011,210,VA,2025-02-11,
44364884,000459    ,000022,222,VA,2025-02-11,
44364884,000459    ,000022,650,VA,2025-02-11,2029-01-31
44340279,000602    ,000011,613,VA,2025-02-11,2025-02-11
44364884,000459    ,000022,640,VA,2025-02-11,2026-02-11
44340279,000602    ,000011,213,VA,2025-02-11,
44364884,000459    ,000022,210,VA,2025-02-11,
44340279,000602    ,000011,   ,VA,2025-02-11,
44446502,000652    ,      ,201,VA,2025-02-11,
44364884,000459    ,000022,213,VA,2025-02-11,
44413126,000626    ,000011,643,VA,2025-02-11,2026-02-11
44364884,000459    ,000022,   ,VA,2025-02-11,
44413126,000626    ,000011,210,VA,2025-02-11,
44413126,000626    ,000011,213,VA,2025-02-11,
44413126,000626    ,000011,   ,VA,2025-02-11,
44446576,010303    ,000077,201,VA,2025-02-11,
44446576,010303    ,000077,665,VA,2025-02-11,2030-01-31
44446576,010303    ,000077,210,VA,2025-02-11,
44446576,010303    ,000077,   ,VA,2025-02-11,
44446204,000440    ,100002,221,VA,2025-02-11,
44446725,EXT171    ,      ,222,VA,2025-02-11,
44446650,010235    ,      ,201,VA,2025-02-11,
44446873,010244    ,      ,222,VA,2025-02-11,
44446948,010123    ,      ,222,VA,2025-02-11,
43875845,000764    ,000011,201,VA,2025-02-11,
44280961,000665    ,640004,643,VA,2025-02-11,2026-02-11
43875845,000764    ,000011,210,VA,2025-02-11,
43875845,000764    ,000011,613,VA,2025-02-11,2026-02-12
44447022,000793    ,100001,221,VA,2025-02-11,
44280961,000665    ,640004,653,VA,2025-02-11,2029-01-31
44447171,000482    ,000022,222,VA,2025-02-11,
44280961,000665    ,640004,   ,VA,2025-02-11,
44447171,000482    ,000022,201,VA,2025-02-11,
44447171,000482    ,000022,650,VA,2025-02-11,2029-01-31
43875845,000764    ,000011,   ,VA,2025-02-11,
44447171,000482    ,000022,640,VA,2025-02-11,2026-02-11
44437582,010104    ,      ,613,VA,2025-02-11,2026-02-11
44447171,000482    ,000022,210,VA,2025-02-11,
44180909,000665    ,640004,653,VA,2025-02-11,2029-01-31
44447171,000482    ,000022,213,VA,2025-02-11,
44180909,000665    ,640004,643,VA,2025-02-11,2026-02-11
44447171,000482    ,000022,   ,VA,2025-02-11,
44180909,000665    ,640004,   ,VA,2025-02-11,
